125000 Discriminator_loss: 0.609457 acc.: 56.25% Generator_loss: 0.874153
125500 Discriminator_loss: 0.620855 acc.: 62.50% Generator_loss: 0.844976
126000 Discriminator_loss: 0.590161 acc.: 65.62% Generator_loss: 0.877589
126500 Discriminator_loss: 0.558511 acc.: 65.62% Generator_loss: 0.864911
127000 Discriminator_loss: 0.543852 acc.: 68.75% Generator_loss: 0.883285
127500 Discriminator_loss: 0.622171 acc.: 59.38% Generator_loss: 0.859946
128000 Discriminator_loss: 0.585787 acc.: 59.38% Generator_loss: 0.844821
128500 Discriminator_loss: 0.556807 acc.: 68.75% Generator_loss: 0.862163
129000 Discriminator_loss: 0.555570 acc.: 75.00% Generator_loss: 0.862565
129500 Discriminator_loss: 0.640748 acc.: 56.25% Generator_loss: 0.880446
130000 Discriminator_loss: 0.541651 acc.: 65.62% Generator_loss: 0.900132
130500 Discriminator_loss: 0.588363 acc.: 62.50% Generator_loss: 0.857491
131000 Discriminator_loss: 0.537923 acc.: 68.75% Generator_loss: 0.861393
131500 Discriminator_loss: 0.519500 acc.: 71.88% Generator_loss: 0.830594
132000 Discriminator_loss: 0.567397 acc.: 68.75% Generator_loss: 0.867935
132500 Discriminator_loss: 0.541215 acc.: 68.75% Generator_loss: 0.848623
133000 Discriminator_loss: 0.638732 acc.: 56.25% Generator_loss: 0.877795
133500 Discriminator_loss: 0.533655 acc.: 68.75% Generator_loss: 0.864510
134000 Discriminator_loss: 0.517357 acc.: 68.75% Generator_loss: 0.858814
134500 Discriminator_loss: 0.595858 acc.: 59.38% Generator_loss: 0.854211
135000 Discriminator_loss: 0.637707 acc.: 56.25% Generator_loss: 0.850973
135500 Discriminator_loss: 0.552852 acc.: 62.50% Generator_loss: 0.883836
136000 Discriminator_loss: 0.646454 acc.: 59.38% Generator_loss: 0.864274
136500 Discriminator_loss: 0.636066 acc.: 59.38% Generator_loss: 0.880537
137000 Discriminator_loss: 0.646229 acc.: 59.38% Generator_loss: 0.899351
137500 Discriminator_loss: 0.575386 acc.: 65.62% Generator_loss: 0.941187
138000 Discriminator_loss: 0.601102 acc.: 62.50% Generator_loss: 0.863585
138500 Discriminator_loss: 0.615355 acc.: 59.38% Generator_loss: 0.920141
139000 Discriminator_loss: 0.632100 acc.: 59.38% Generator_loss: 0.897349
139500 Discriminator_loss: 0.684556 acc.: 53.12% Generator_loss: 0.907283
140000 Discriminator_loss: 0.685186 acc.: 50.00% Generator_loss: 0.842041
140500 Discriminator_loss: 0.654156 acc.: 56.25% Generator_loss: 0.870330
141000 Discriminator_loss: 0.576848 acc.: 59.38% Generator_loss: 0.827940
141500 Discriminator_loss: 0.682026 acc.: 59.38% Generator_loss: 0.897011
